"TIME","GEO","DEG_URB","LEVELS","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2010","European Union - 28 countries (2013-2020)","Total","Bad or very bad","Females","16 years or over","Percentage","10.4",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very good","Total","16 years or over","Percentage","24.1",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very good","Males","16 years or over","Percentage","26.2",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very good","Females","16 years or over","Percentage","22.2",""
"2010","European Union - 28 countries (2013-2020)","Cities","Good","Total","16 years or over","Percentage","46.1",""
"2010","European Union - 28 countries (2013-2020)","Cities","Good","Males","16 years or over","Percentage","46.9",""
"2010","European Union - 28 countries (2013-2020)","Cities","Good","Females","16 years or over","Percentage","45.4",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very good or good","Total","16 years or over","Percentage","70.2",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very good or good","Males","16 years or over","Percentage","73.1",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very good or good","Females","16 years or over","Percentage","67.6",""
"2010","European Union - 28 countries (2013-2020)","Cities","Fair","Total","16 years or over","Percentage","21.1",""
"2010","European Union - 28 countries (2013-2020)","Cities","Fair","Males","16 years or over","Percentage","19.5",""
"2010","European Union - 28 countries (2013-2020)","Cities","Fair","Females","16 years or over","Percentage","22.6",""
"2010","European Union - 28 countries (2013-2020)","Cities","Bad","Total","16 years or over","Percentage","7.0",""
"2010","European Union - 28 countries (2013-2020)","Cities","Bad","Males","16 years or over","Percentage","6.0",""
"2010","European Union - 28 countries (2013-2020)","Cities","Bad","Females","16 years or over","Percentage","7.9",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very bad","Total","16 years or over","Percentage","1.7",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very bad","Males","16 years or over","Percentage","1.4",""
"2010","European Union - 28 countries (2013-2020)","Cities","Very bad","Females","16 years or over","Percentage","1.9",""
"2010","European Union - 28 countries (2013-2020)","Cities","Bad or very bad","Total","16 years or over","Percentage","8.7",""
"2010","European Union - 28 countries (2013-2020)","Cities","Bad or very bad","Males","16 years or over","Percentage","7.4",""
"2010","European Union - 28 countries (2013-2020)","Cities","Bad or very bad","Females","16 years or over","Percentage","9.8",""
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very good","Total","16 years or over","Percentage","21.3","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very good","Males","16 years or over","Percentage","22.4","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very good","Females","16 years or over","Percentage","20.3","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Good","Total","16 years or over","Percentage","47.2","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Good","Males","16 years or over","Percentage","48.3","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Good","Females","16 years or over","Percentage","46.2","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","68.5","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","70.7","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","66.5","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Fair","Total","16 years or over","Percentage","22.8","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Fair","Males","16 years or over","Percentage","21.5","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Fair","Females","16 years or over","Percentage","24.1","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Bad","Total","16 years or over","Percentage","6.9","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Bad","Males","16 years or over","Percentage","6.3","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Bad","Females","16 years or over","Percentage","7.5","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very bad","Total","16 years or over","Percentage","1.7","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very bad","Males","16 years or over","Percentage","1.5","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Very bad","Females","16 years or over","Percentage","1.9","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","8.6","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","7.8","e"
"2010","European Union - 28 countries (2013-2020)","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","9.4","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very good","Total","16 years or over","Percentage","22.4","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very good","Males","16 years or over","Percentage","24.4","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very good","Females","16 years or over","Percentage","20.4","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Good","Total","16 years or over","Percentage","42.4","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Good","Males","16 years or over","Percentage","43.6","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Good","Females","16 years or over","Percentage","41.2","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very good or good","Total","16 years or over","Percentage","64.7","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very good or good","Males","16 years or over","Percentage","68.1","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very good or good","Females","16 years or over","Percentage","61.5","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Fair","Total","16 years or over","Percentage","24.1","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Fair","Males","16 years or over","Percentage","22.2","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Fair","Females","16 years or over","Percentage","25.9","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Bad","Total","16 years or over","Percentage","9.0","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Bad","Males","16 years or over","Percentage","7.8","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Bad","Females","16 years or over","Percentage","10.1","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very bad","Total","16 years or over","Percentage","2.2","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very bad","Males","16 years or over","Percentage","1.9","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Very bad","Females","16 years or over","Percentage","2.5","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Bad or very bad","Total","16 years or over","Percentage","11.2","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Bad or very bad","Males","16 years or over","Percentage","9.7","e"
"2010","European Union - 28 countries (2013-2020)","Rural areas","Bad or very bad","Females","16 years or over","Percentage","12.6","e"
"2010","European Union - 27 countries (2007-2013)","Total","Very good","Total","16 years or over","Percentage","22.9",""
"2010","European Union - 27 countries (2007-2013)","Total","Very good","Males","16 years or over","Percentage","24.7",""
"2010","European Union - 27 countries (2007-2013)","Total","Very good","Females","16 years or over","Percentage","21.2",""
"2010","European Union - 27 countries (2007-2013)","Total","Good","Total","16 years or over","Percentage","45.5",""
"2010","European Union - 27 countries (2007-2013)","Total","Good","Males","16 years or over","Percentage","46.5",""
"2010","European Union - 27 countries (2007-2013)","Total","Good","Females","16 years or over","Percentage","44.6",""
"2010","European Union - 27 countries (2007-2013)","Total","Very good or good","Total","16 years or over","Percentage","68.4",""
"2010","European Union - 27 countries (2007-2013)","Total","Very good or good","Males","16 years or over","Percentage","71.2",""
"2010","European Union - 27 countries (2007-2013)","Total","Very good or good","Females","16 years or over","Percentage","65.9",""
"2010","European Union - 27 countries (2007-2013)","Total","Fair","Total","16 years or over","Percentage","22.3",""
"2010","European Union - 27 countries (2007-2013)","Total","Fair","Males","16 years or over","Percentage","20.7",""
"2010","European Union - 27 countries (2007-2013)","Total","Fair","Females","16 years or over","Percentage","23.8",""
"2010","European Union - 27 countries (2007-2013)","Total","Bad","Total","16 years or over","Percentage","7.4",""
"2010","European Union - 27 countries (2007-2013)","Total","Bad","Males","16 years or over","Percentage","6.5",""
"2010","European Union - 27 countries (2007-2013)","Total","Bad","Females","16 years or over","Percentage","8.3",""
"2010","European Union - 27 countries (2007-2013)","Total","Very bad","Total","16 years or over","Percentage","1.8",""
"2010","European Union - 27 countries (2007-2013)","Total","Very bad","Males","16 years or over","Percentage","1.5",""
"2010","European Union - 27 countries (2007-2013)","Total","Very bad","Females","16 years or over","Percentage","2.0",""
"2010","European Union - 27 countries (2007-2013)","Total","Bad or very bad","Total","16 years or over","Percentage","9.2",""
"2010","European Union - 27 countries (2007-2013)","Total","Bad or very bad","Males","16 years or over","Percentage","8.1",""
"2010","European Union - 27 countries (2007-2013)","Total","Bad or very bad","Females","16 years or over","Percentage","10.3",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very good","Total","16 years or over","Percentage","24.1",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very good","Males","16 years or over","Percentage","26.2",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very good","Females","16 years or over","Percentage","22.2",""
"2010","European Union - 27 countries (2007-2013)","Cities","Good","Total","16 years or over","Percentage","46.2",""
"2010","European Union - 27 countries (2007-2013)","Cities","Good","Males","16 years or over","Percentage","46.9",""
"2010","European Union - 27 countries (2007-2013)","Cities","Good","Females","16 years or over","Percentage","45.4",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very good or good","Total","16 years or over","Percentage","70.2",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very good or good","Males","16 years or over","Percentage","73.1",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very good or good","Females","16 years or over","Percentage","67.6",""
"2010","European Union - 27 countries (2007-2013)","Cities","Fair","Total","16 years or over","Percentage","21.1",""
"2010","European Union - 27 countries (2007-2013)","Cities","Fair","Males","16 years or over","Percentage","19.5",""
"2010","European Union - 27 countries (2007-2013)","Cities","Fair","Females","16 years or over","Percentage","22.6",""
"2010","European Union - 27 countries (2007-2013)","Cities","Bad","Total","16 years or over","Percentage","7.0",""
"2010","European Union - 27 countries (2007-2013)","Cities","Bad","Males","16 years or over","Percentage","6.0",""
"2010","European Union - 27 countries (2007-2013)","Cities","Bad","Females","16 years or over","Percentage","7.9",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very bad","Total","16 years or over","Percentage","1.7",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very bad","Males","16 years or over","Percentage","1.4",""
"2010","European Union - 27 countries (2007-2013)","Cities","Very bad","Females","16 years or over","Percentage","1.9",""
"2010","European Union - 27 countries (2007-2013)","Cities","Bad or very bad","Total","16 years or over","Percentage","8.6",""
"2010","European Union - 27 countries (2007-2013)","Cities","Bad or very bad","Males","16 years or over","Percentage","7.4",""
"2010","European Union - 27 countries (2007-2013)","Cities","Bad or very bad","Females","16 years or over","Percentage","9.8",""
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Very good","Total","16 years or over","Percentage","21.3","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Very good","Males","16 years or over","Percentage","22.4","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Very good","Females","16 years or over","Percentage","20.3","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Good","Total","16 years or over","Percentage","47.3","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Good","Males","16 years or over","Percentage","48.4","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Good","Females","16 years or over","Percentage","46.3","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","68.6","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","70.8","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","66.6","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Fair","Total","16 years or over","Percentage","22.8","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Fair","Males","16 years or over","Percentage","21.4","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Fair","Females","16 years or over","Percentage","24.1","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Bad","Total","16 years or over","Percentage","6.9","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Bad","Males","16 years or over","Percentage","6.3","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Bad","Females","16 years or over","Percentage","7.4","e"
"2010","European Union - 27 countries (2007-2013)","Towns and suburbs","Very bad","Total","16 years or over","Percentage","1.7","e"
