"TIME","GEO","ISCED11","AGE","SEX","LEVELS","UNIT","Value","Flag and Footnotes"
"2008","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2008","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2008","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2008","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2008","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2008","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2008","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2008","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2008","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2008","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2008","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2008","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2008","Serbia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2008","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2008","Serbia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2008","Serbia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2008","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2008","Serbia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2008","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","13.2",""
"2008","Turkey","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","61.5",""
"2008","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","74.6",""
"2008","Turkey","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","18.0",""
"2008","Turkey","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.7",""
"2008","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.7",""
"2008","Turkey","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.4",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","22.8",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.2",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.0",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.7",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.4",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.8",""
"2009","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.3",""
"2009","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2009","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2009","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2009","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2009","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2009","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2009","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2009","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2009","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2009","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2009","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2009","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2009","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2009","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2009","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","22.8",""
"2009","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.2",""
"2009","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.0",""
"2009","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.7",""
"2009","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.4",""
"2009","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.8",""
"2009","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.3",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","20.4",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.5",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.0",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.3",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.0",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2009","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.7",""
"2009","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","20.2",""
"2009","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.4",""
"2009","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.6",""
"2009","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.5",""
"2009","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.1",""
"2009","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2009","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.9",""
"2009","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","20.3",""
"2009","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.5",""
"2009","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.8",""
"2009","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.5",""
"2009","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.1",""
"2009","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2009","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.8",""
"2009","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","28.1",""
"2009","Belgium","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.4",""
"2009","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","73.5",""
"2009","Belgium","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","17.8",""
"2009","Belgium","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.0",""
"2009","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2009","Belgium","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.7",""
"2009","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","17.9",""
"2009","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.6",""
"2009","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","65.6",""
"2009","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.7",""
"2009","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.7",""
"2009","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.9",""
"2009","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.7",""
"2009","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","18.9",""
"2009","Czechia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","42.4",""
"2009","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","61.3",""
"2009","Czechia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.1",""
"2009","Czechia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.4",""
"2009","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.3",""
"2009","Czechia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.6",""
"2009","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","29.5",""
"2009","Denmark","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.3",""
"2009","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","72.8",""
"2009","Denmark","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","20.0",""
"2009","Denmark","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.8",""
"2009","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.3",""
"2009","Denmark","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.2",""
"2009","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","16.9",""
"2009","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.3",""
"2009","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","65.2",""
"2009","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.9",""
"2009","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.4",""
"2009","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.4",""
"2009","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.9",""
"2009","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","6.6",""
"2009","Estonia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.2",""
"2009","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","51.7",""
"2009","Estonia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","34.2",""
